	NA19098.r1.bulk	NA19098.r2.bulk	NA19098.r3.bulk	NA19101.r1.bulk	NA19101.r2.bulk	NA19101.r3.bulk	NA19239.r1.bulk	NA19239.r2.bulk	NA19239.r3.bulk
ENSG00000169564	7.930365	7.818287	7.739609	7.514674	7.734392	7.729082	7.714752	7.623828	7.767473
ENSG00000115998	3.1078	3.406657	3.55921	3.031678	3.393158	3.222882	3.730938	3.503925	3.650869
ENSG00000116001	6.25185	5.906857	5.86717	5.542893	5.92053	5.943793	5.751707	5.499921	6.087175
ENSG00000116005	6.688862	6.524689	6.460805	6.484169	6.525131	6.578567	6.688265	6.604915	6.461688
ENSG00000143977	9.809049	9.715133	9.625627	10.07993	9.857856	9.816715	9.755889	9.968774	9.783795
ENSG00000035141	8.091447	8.254836	8.417546	8.034456	8.322976	8.231381	8.757845	8.382837	8.383209
ENSG00000075340	6.531159	6.765823	6.560295	6.695951	6.985346	7.135345	6.545535	6.535683	6.726657
ENSG00000144043	3.855081	3.843405	3.917913	3.449072	3.922079	4.080248	3.747491	3.042288	3.879306
ENSG00000124357	5.249953	5.007361	5.510759	5.419052	5.774136	5.447871	5.438632	5.179117	5.413382
ENSG00000124370	4.292366	4.3233	3.738935	4.177305	4.081298	4.076692	4.301075	4.271219	4.069988
ENSG00000124383	7.157607	7.28855	7.141477	7.107265	7.405821	7.193551	7.506853	7.146911	6.96622
ENSG00000124374	4.99276	4.818163	5.10491	5.139159	4.994812	4.912432	4.305553	4.788554	5.006527
ENSG00000075292	7.039841	6.724721	6.889502	6.666585	6.901988	6.842103	6.639434	6.42684	6.695946
ENSG00000135636	2.919704	3.105669	2.986951	2.149324	2.290486	2.635385	1.703607	1.917015	2.375312
ENSG00000144036	4.957764	4.714486	4.635997	4.783423	4.854214	4.793995	5.078038	4.662437	5.045036
ENSG00000116096	2.2755	1.779134	1.58664	2.321181	1.137902	1.775451	0.3739808	1.235924	2.005921
ENSG00000144040	4.780279	4.730077	5.110479	4.776875	5.262412	5.042077	5.282692	4.943785	5.41082
ENSG00000135631	3.279586	2.954589	3.069324	3.306322	2.760504	3.095134	2.366552	2.614205	2.496249
ENSG00000135632	5.500942	5.741972	5.910909	5.972024	5.82199	5.899192	6.052761	6.045266	6.06535
ENSG00000135617	3.101706	2.697939	2.820252	3.069677	2.973239	3.109126	3.602162	3.286615	3.109184
ENSG00000135624	9.490802	9.714783	9.714929	9.894358	9.794302	9.775771	9.975457	9.952938	9.785279
ENSG00000163013	2.891722	2.954589	2.441604	2.365497	2.62319	3.143525	2.624879	2.952751	2.677692
ENSG00000116127	5.465788	5.241401	4.911122	4.606393	5.042722	5.042077	4.79717	4.63007	5.021718
ENSG00000144034	7.75412	7.417955	7.451712	7.595738	7.541532	7.508963	7.605946	7.646849	7.526953
ENSG00000144048	5.452681	5.664105	5.714643	5.505755	5.562722	5.40881	5.728548	5.615295	5.441268
ENSG00000124356	6.269626	6.180109	6.343932	6.695517	6.756168	6.47567	6.918762	6.743074	6.698574
ENSG00000114956	8.072876	8.077051	8.135128	8.304357	8.176319	8.214693	8.246898	8.318131	8.260516
ENSG00000187605	3.932655	3.972612	3.749681	3.26948	3.445016	3.554796	3.258491	2.977176	3.44591
ENSG00000163170	7.22293	7.069677	7.011714	7.142711	7.138083	7.060359	7.532391	7.396806	6.972748
ENSG00000114978	7.005981	7.106408	7.106374	6.852836	6.991462	6.967886	7.005273	6.946182	6.927312
ENSG00000065911	7.751447	7.903753	7.744094	7.750383	7.723409	7.89752	7.357691	7.82415	7.775212
ENSG00000204843	6.610556	7.083182	6.99901	7.011157	6.954816	7.115987	7.189796	7.105964	7.0624
ENSG00000159239	1.948812	1.596774	2.485124	1.755373	1.588847	2.117548	2.19372	1.904334	2.20832
ENSG00000005448	6.589481	6.420091	6.584507	6.811785	6.770975	6.756903	6.782037	6.83406	6.937138
ENSG00000114993	4.287005	4.296622	4.630194	3.67717	4.034673	4.24138	4.92054	4.538663	4.765129
ENSG00000239779	4.747478	4.738912	4.915901	3.954616	4.277122	4.152967	5.687961	5.049785	4.869572
ENSG00000115275	3.113868	2.992022	2.423822	2.998292	2.595922	2.635385	2.904199	2.940381	2.534409
ENSG00000135637	2.719362	2.613993	2.729074	2.940871	3.25472	2.875332	2.990171	2.883367	3.158887
ENSG00000115282	3.337779	3.217348	3.052064	2.88107	2.959041	3.177122	3.57645	3.385737	3.057708
ENSG00000115289	3.690238	3.471699	3.805679	3.552369	3.599447	3.346152	3.747491	4.044403	3.937424
ENSG00000115307	5.209439	4.752063	4.862447	4.830029	4.775383	4.800477	4.801932	4.734057	5.008223
ENSG00000115317	3.290343	3.021284	3.130899	2.51463	3.289177	3.677251	3.403413	3.256997	3.672419
ENSG00000115318	1.488926	0.8818985	0.8788562	1.954192	2.17239	2.34741	2.800138	2.983218	3.2187
ENSG00000159399	5.692539	5.548262	5.479898	5.278948	5.528278	5.645632	5.470888	5.434174	5.837276
ENSG00000115350	5.970156	5.970125	6.167511	5.757645	6.269454	5.971823	6.112126	5.89633	5.96064
ENSG00000115364	7.034652	6.95304	7.007243	6.530643	6.716101	6.685159	6.959828	6.994843	6.831907
ENSG00000005436	4.14903	4.317414	3.986144	3.403041	3.248897	3.570051	4.360391	4.228619	4.247028
ENSG00000176204	2.307622	2.623565	2.423822	2.097715	2.00282	2.359167	2.728571	1.966654	2.231734
ENSG00000066032	1.864946	1.387981	1.738216	1.728478	1.745948	1.684929	0.5653905	1.825814	2.20832
ENSG00000163541	6.35087	6.406293	6.415973	6.443402	6.39539	6.464829	6.545061	6.444466	6.495935
ENSG00000186854	2.912759	2.962154	2.729074	2.699101	2.632166	3.073888	2.806472	2.857286	2.883876
ENSG00000034510	10.73792	10.36176	10.21522	10.80511	10.07717	10.13729	10.41179	10.42788	10.24547
ENSG00000176407	6.433859	6.088902	6.126874	5.799435	6.04673	6.077902	5.862994	5.575855	5.86187
ENSG00000152284	6.962508	6.527878	6.532563	6.484671	6.678685	6.789853	6.29215	6.12052	6.122051
ENSG00000152291	6.21139	6.268181	6.235346	5.912034	5.859735	5.965107	6.073916	6.010928	6.050613
ENSG00000042445	2.090944	1.690833	1.822063	1.741988	1.453611	1.506132	1.634092	1.812302	2.17247
ENSG00000115459	3.137889	2.715948	3.488264	3.048086	3.213452	2.72897	3.849156	3.624801	3.672419
ENSG00000042493	6.295885	6.262831	5.653015	6.632989	5.899309	6.337641	5.050288	5.684607	5.539528
ENSG00000168906	6.813875	7.378925	7.268332	6.906313	7.268652	7.195192	7.596383	7.391988	7.399007
ENSG00000115486	5.466974	5.293301	5.47451	5.518568	5.436469	5.434042	5.487735	5.516681	5.693964
ENSG00000118640	6.411247	6.193024	5.671028	6.324962	5.870205	6.021682	5.059597	5.808029	5.577717
ENSG00000168894	7.226785	6.974705	7.054955	7.32123	7.193329	7.221998	7.31335	7.240372	7.027707
ENSG00000168890	4.237841	4.30557	4.77398	4.723391	4.777407	4.734308	4.332136	4.263792	4.746962
ENSG00000168883	6.325602	6.045943	6.07726	5.969873	6.343734	6.30306	6.298904	6.302481	6.309082
ENSG00000168887	5.820496	5.908815	5.918866	5.324561	5.864504	5.807774	5.521814	5.552679	5.93055
ENSG00000068654	5.484644	5.490583	5.51811	5.106891	5.3896	5.42568	5.655876	5.135022	5.518263
ENSG00000132300	7.185246	7.187703	7.128156	7.509252	7.208037	7.109911	7.297699	7.271256	7.263578
ENSG00000132305	7.002715	7.077534	7.037521	6.929746	6.937722	7.052687	6.948776	7.254804	7.21227
ENSG00000132313	5.997491	5.879154	6.003607	5.762625	5.740291	5.749783	5.90344	5.840843	5.602626
ENSG00000115548	4.633829	4.128647	4.343814	4.105957	3.989986	4.090863	3.724263	4.195173	4.264161
ENSG00000115561	5.241664	5.533105	5.689749	5.246139	5.597509	5.559085	5.796144	5.882657	5.869353
ENSG00000239305	1.988984	1.453852	1.003807	1.555639	0.3964046	1.092596	1.605321	1.669723	1.992277
ENSG00000153561	5.726598	5.783126	5.613361	5.406381	5.610057	5.658772	4.899957	5.379101	5.837276
ENSG00000185304	-0.06850125	-1.578176	-0.977166	-1.952876	-2.061404	-1.95053	-2.162413	-1.70693	-2.084866
ENSG00000172086	3.213306	2.999393	3.367883	2.958339	3.048923	3.363766	3.546494	3.115632	3.236171
ENSG00000172071	3.730289	3.636776	3.829511	3.310862	3.366513	3.709754	3.19232	2.492399	3.224547
ENSG00000153574	4.169567	4.016868	3.955529	3.782254	4.262745	4.403445	3.827521	3.785564	4.455303
ENSG00000144029	6.99985	6.900366	7.035327	6.6855	6.664537	6.810338	6.828288	6.869559	6.983995
ENSG00000144026	2.750856	2.292587	2.560295	1.942538	1.643137	2.075407	2.3751	2.921626	2.920358
ENSG00000163067	3.235739	2.931655	2.893142	3.283406	2.885878	3.045063	3.676655	3.659174	3.298479
ENSG00000115042	5.794286	5.668735	5.781621	6.107357	5.931478	6.039145	5.826065	6.038028	5.933231
ENSG00000174501	2.220321	1.796163	1.554315	1.460779	1.453611	1.441245	1.882118	1.75695	2.046097
ENSG00000158050	3.089441	3.350122	3.251734	2.992651	3.177115	3.209955	2.653267	2.902623	2.891246
ENSG00000084090	7.60323	7.522063	7.365556	7.181652	7.424993	7.494044	7.382013	7.221966	7.675218
ENSG00000135956	3.746003	3.911409	3.781447	3.963294	3.922079	3.942465	3.861375	3.659174	4.161222
ENSG00000144021	6.135125	6.066267	6.126187	5.829013	6.249906	6.149891	6.337138	5.947445	6.06372
ENSG00000144028	7.269203	7.385973	7.356504	7.207446	7.267212	7.458963	7.191914	7.225475	7.509398
ENSG00000121152	6.473924	6.616232	6.927462	6.783074	6.911696	6.964042	6.898895	7.14118	7.229818
ENSG00000114982	4.705902	4.8368	4.766945	4.624741	4.781447	4.767772	4.857888	4.890127	5.040071
ENSG00000114988	5.719651	5.583021	6.361553	6.064986	6.444624	5.900199	6.263088	6.09703	6.351782
ENSG00000158158	3.428214	2.811171	2.485124	2.606123	2.196795	2.576175	2.868322	2.977176	2.562381
ENSG00000168763	3.810941	3.701478	3.386363	3.264808	3.272052	3.559899	3.087	3.241956	3.759571
ENSG00000213337	3.131922	3.423194	3.251734	3.616118	3.666513	3.437705	3.673194	3.577659	3.561297
ENSG00000168758	4.357747	4.32036	4.295741	4.254747	4.279981	4.222196	4.00597	4.256327	4.437792
ENSG00000144199	3.694294	3.719444	3.320618	3.394511	3.18933	3.51856	3.638115	3.478485	3.743372
ENSG00000135976	2.735195	2.193238	2.432741	2.247315	2.356966	2.335557	2.174262	2.002792	2.711394
ENSG00000135940	9.736731	9.67434	9.702365	9.662373	9.545643	9.611695	9.821707	9.763466	9.66439
ENSG00000115073	4.405527	4.184685	3.691422	3.994671	3.213452	3.426573	3.836833	4.210706	3.731101
ENSG00000075568	3.862308	3.539001	3.619037	3.207528	3.635603	3.554796	3.652249	3.647807	3.584217
ENSG00000040933	4.160802	4.314462	4.343814	4.087554	4.154769	4.275903	3.424155	3.721947	3.948065
ENSG00000183513	5.539774	5.343399	5.523338	5.40532	5.437749	5.460205	5.149531	5.569845	5.543042
ENSG00000115446	6.630799	6.37121	6.600425	6.328325	6.535334	6.395874	6.778014	6.51602	6.588393
ENSG00000135951	3.418441	2.706971	3.075031	2.843963	2.800866	2.907715	3.050112	3.27681	3.281751
ENSG00000144182	3.178987	2.670496	2.873625	2.365497	3.095097	2.72897	2.856163	2.652624	2.40651
ENSG00000158411	6.251162	6.185774	6.195291	6.195308	6.013626	6.1303	6.186852	6.085842	5.935906
ENSG00000115514	7.40438	7.752738	7.538186	7.769268	7.642154	7.750442	7.780371	7.889347	7.544297
ENSG00000158417	9.094495	8.953793	9.039639	9.069599	8.94126	9.035659	8.923881	8.998688	9.015248
ENSG00000135945	4.689742	4.481686	4.534014	4.238158	4.395188	4.459131	4.44807	4.20296	4.396951
ENSG00000115526	4.638046	4.363843	4.474798	4.121545	4.330486	4.209263	4.246221	4.114893	4.139722
ENSG00000115539	6.706036	6.811032	7.113671	6.820567	7.181149	6.948075	7.187978	7.117341	7.15716
ENSG00000071082	10.93852	10.80292	10.79478	11.16423	10.73483	10.92961	10.88591	10.92767	11.00375
