	NA19098.r1.A01	NA19098.r1.A02	NA19098.r1.A04	NA19098.r1.A05	NA19098.r1.A06	NA19098.r1.A07	NA19098.r1.A08	NA19098.r1.A09	NA19098.r1.A10	NA19098.r1.A11	NA19098.r1.A12	NA19098.r1.B01	NA19098.r1.B02	NA19098.r1.B03	NA19098.r1.B05	NA19098.r1.B06	NA19098.r1.B07	NA19098.r1.B08	NA19098.r1.B09	NA19098.r1.B11	NA19098.r1.B12	NA19098.r1.C01	NA19098.r1.C02	NA19098.r1.C03	NA19098.r1.C04	NA19098.r1.C05	NA19098.r1.C06	NA19098.r1.C07	NA19098.r1.C08	NA19098.r1.C09	NA19098.r1.C10	NA19098.r1.C11	NA19098.r1.C12	NA19098.r1.D01	NA19098.r1.D02	NA19098.r1.D03	NA19098.r1.D04	NA19098.r1.D05	NA19098.r1.D06	NA19098.r1.D07	NA19098.r1.D08	NA19098.r1.D09	NA19098.r1.D10	NA19098.r1.D11	NA19098.r1.D12	NA19098.r1.E01	NA19098.r1.E02	NA19098.r1.E03	NA19098.r1.E05	NA19098.r1.E06	NA19098.r1.E07	NA19098.r1.E08	NA19098.r1.E09	NA19098.r1.E10	NA19098.r1.E11	NA19098.r1.E12	NA19098.r1.F02	NA19098.r1.F03	NA19098.r1.F07	NA19098.r1.F08	NA19098.r1.F09	NA19098.r1.F10	NA19098.r1.F11	NA19098.r1.F12	NA19098.r1.G01	NA19098.r1.G02	NA19098.r1.G03	NA19098.r1.G04	NA19098.r1.G05	NA19098.r1.G06	NA19098.r1.G07	NA19098.r1.G08	NA19098.r1.G09	NA19098.r1.G10	NA19098.r1.G11	NA19098.r1.G12	NA19098.r1.H01	NA19098.r1.H02	NA19098.r1.H03	NA19098.r1.H04	NA19098.r1.H05	NA19098.r1.H07	NA19098.r1.H10	NA19098.r1.H11	NA19098.r1.H12	NA19098.r3.A03	NA19098.r3.A06	NA19098.r3.A08	NA19098.r3.A12	NA19098.r3.B01	NA19098.r3.B03	NA19098.r3.B05	NA19098.r3.B07	NA19098.r3.B09	NA19098.r3.B12	NA19098.r3.C01	NA19098.r3.C03	NA19098.r3.C04	NA19098.r3.C05	NA19098.r3.C09	NA19098.r3.C10	NA19098.r3.C11	NA19098.r3.C12	NA19098.r3.D02	NA19098.r3.D03	NA19098.r3.D05	NA19098.r3.D07	NA19098.r3.D09	NA19098.r3.D10	NA19098.r3.D11	NA19098.r3.D12	NA19098.r3.E01	NA19098.r3.E02	NA19098.r3.E03	NA19098.r3.E04	NA19098.r3.E07	NA19098.r3.E10	NA19098.r3.E11	NA19098.r3.E12	NA19098.r3.F03	NA19098.r3.F04	NA19098.r3.F05	NA19098.r3.F06	NA19098.r3.F07	NA19098.r3.F09	NA19098.r3.F10	NA19098.r3.G01	NA19098.r3.G03	NA19098.r3.G04	NA19098.r3.G05	NA19098.r3.G06	NA19098.r3.G08	NA19098.r3.G09	NA19098.r3.G10	NA19098.r3.H02	NA19098.r3.H03	NA19098.r3.H04	NA19098.r3.H05	NA19098.r3.H06	NA19098.r3.H10	NA19098.r3.H11	NA19098.r3.H12	NA19101.r1.A02	NA19101.r1.A03	NA19101.r1.A04	NA19101.r1.A05	NA19101.r1.A06	NA19101.r1.A07	NA19101.r1.A08	NA19101.r1.A09	NA19101.r1.A10	NA19101.r1.A11	NA19101.r1.B02	NA19101.r1.B03	NA19101.r1.B04	NA19101.r1.B05	NA19101.r1.B07	NA19101.r1.B08	NA19101.r1.B09	NA19101.r1.B11	NA19101.r1.B12	NA19101.r1.C01	NA19101.r1.C02	NA19101.r1.C03	NA19101.r1.C04	NA19101.r1.C05	NA19101.r1.C06	NA19101.r1.C07	NA19101.r1.C08	NA19101.r1.C09	NA19101.r1.C10	NA19101.r1.C11	NA19101.r1.C12	NA19101.r1.D01	NA19101.r1.D02	NA19101.r1.D03	NA19101.r1.D04	NA19101.r1.D05	NA19101.r1.D06	NA19101.r1.D07	NA19101.r1.D08	NA19101.r1.D09	NA19101.r1.D10	NA19101.r1.D11	NA19101.r1.D12	NA19101.r1.E01	NA19101.r1.E02	NA19101.r1.E03	NA19101.r1.E04	NA19101.r1.E05	NA19101.r1.E06	NA19101.r1.E07	NA19101.r1.E08	NA19101.r1.E10	NA19101.r1.E12	NA19101.r1.F01	NA19101.r1.F02	NA19101.r1.F03	NA19101.r1.F04	NA19101.r1.F07	NA19101.r1.F08	NA19101.r1.F09	NA19101.r1.F11	NA19101.r1.F12	NA19101.r1.G02	NA19101.r1.G03	NA19101.r1.G04	NA19101.r1.G05	NA19101.r1.G07	NA19101.r1.G08	NA19101.r1.G09	NA19101.r1.G10	NA19101.r1.G11	NA19101.r1.G12	NA19101.r1.H01	NA19101.r1.H02	NA19101.r1.H03	NA19101.r1.H05	NA19101.r1.H06	NA19101.r1.H08	NA19101.r1.H10	NA19101.r1.H12	NA19101.r2.A01	NA19101.r2.A02	NA19101.r2.A06	NA19101.r2.A08	NA19101.r2.A09	NA19101.r2.A10	NA19101.r2.B02	NA19101.r2.B03	NA19101.r2.B04	NA19101.r2.B05	NA19101.r2.B06	NA19101.r2.B08	NA19101.r2.B09	NA19101.r2.B10	NA19101.r2.B12	NA19101.r2.C01	NA19101.r2.C03	NA19101.r2.C04	NA19101.r2.C05	NA19101.r2.C06	NA19101.r2.C07	NA19101.r2.C08	NA19101.r2.C09	NA19101.r2.C11	NA19101.r2.D01	NA19101.r2.D02	NA19101.r2.D03	NA19101.r2.D04	NA19101.r2.D05	NA19101.r2.D06	NA19101.r2.D08	NA19101.r2.D09	NA19101.r2.D10	NA19101.r2.D11	NA19101.r2.D12	NA19101.r2.E01	NA19101.r2.E02	NA19101.r2.E04	NA19101.r2.E06	NA19101.r2.E07	NA19101.r2.E09	NA19101.r2.E10	NA19101.r2.E11	NA19101.r2.E12	NA19101.r2.F01	NA19101.r2.F03	NA19101.r2.F04	NA19101.r2.F06	NA19101.r2.F07	NA19101.r2.F08	NA19101.r2.F09	NA19101.r2.F12	NA19101.r2.G01	NA19101.r2.G02	NA19101.r2.G03	NA19101.r2.G04	NA19101.r2.G05	NA19101.r2.G07	NA19101.r2.G09	NA19101.r2.G11	NA19101.r2.G12	NA19101.r2.H01	NA19101.r2.H02	NA19101.r2.H03	NA19101.r2.H05	NA19101.r2.H06	NA19101.r2.H07	NA19101.r2.H08	NA19101.r2.H09	NA19101.r2.H11	NA19101.r3.A06	NA19101.r3.A07	NA19101.r3.A09	NA19101.r3.A10	NA19101.r3.A12	NA19101.r3.B01	NA19101.r3.B02	NA19101.r3.B06	NA19101.r3.B07	NA19101.r3.B08	NA19101.r3.B09	NA19101.r3.B10	NA19101.r3.B11	NA19101.r3.B12	NA19101.r3.C03	NA19101.r3.C04	NA19101.r3.C05	NA19101.r3.C06	NA19101.r3.C08	NA19101.r3.C10	NA19101.r3.C11	NA19101.r3.D03	NA19101.r3.D06	NA19101.r3.D10	NA19101.r3.D12	NA19101.r3.E02	NA19101.r3.E03	NA19101.r3.E04	NA19101.r3.E06	NA19101.r3.E07	NA19101.r3.E09	NA19101.r3.F01	NA19101.r3.F02	NA19101.r3.F03	NA19101.r3.F07	NA19101.r3.F08	NA19101.r3.F11	NA19101.r3.F12	NA19101.r3.G01	NA19101.r3.G03	NA19101.r3.G05	NA19101.r3.G06	NA19101.r3.G07	NA19101.r3.G08	NA19101.r3.G10	NA19101.r3.G11	NA19101.r3.G12	NA19101.r3.H05	NA19101.r3.H08	NA19101.r3.H10	NA19101.r3.H11	NA19239.r1.A01	NA19239.r1.A03	NA19239.r1.A05	NA19239.r1.A06	NA19239.r1.A08	NA19239.r1.A09	NA19239.r1.A10	NA19239.r1.A11	NA19239.r1.B02	NA19239.r1.B03	NA19239.r1.B05	NA19239.r1.B06	NA19239.r1.B07	NA19239.r1.B08	NA19239.r1.B09	NA19239.r1.B10	NA19239.r1.B11	NA19239.r1.B12	NA19239.r1.C01	NA19239.r1.C02	NA19239.r1.C03	NA19239.r1.C05	NA19239.r1.C06	NA19239.r1.C08	NA19239.r1.C09	NA19239.r1.C10	NA19239.r1.C11	NA19239.r1.C12	NA19239.r1.D01	NA19239.r1.D02	NA19239.r1.D03	NA19239.r1.D04	NA19239.r1.D05	NA19239.r1.D06	NA19239.r1.D08	NA19239.r1.D09	NA19239.r1.D10	NA19239.r1.D11	NA19239.r1.D12	NA19239.r1.E01	NA19239.r1.E02	NA19239.r1.E03	NA19239.r1.E04	NA19239.r1.E06	NA19239.r1.E07	NA19239.r1.E08	NA19239.r1.E09	NA19239.r1.E10	NA19239.r1.E11	NA19239.r1.E12	NA19239.r1.F01	NA19239.r1.F02	NA19239.r1.F03	NA19239.r1.F04	NA19239.r1.F06	NA19239.r1.F07	NA19239.r1.F08	NA19239.r1.F09	NA19239.r1.F10	NA19239.r1.F12	NA19239.r1.G02	NA19239.r1.G03	NA19239.r1.G09	NA19239.r1.G10	NA19239.r1.G11	NA19239.r1.H01	NA19239.r1.H03	NA19239.r1.H04	NA19239.r1.H06	NA19239.r1.H07	NA19239.r1.H08	NA19239.r1.H09	NA19239.r1.H10	NA19239.r1.H11	NA19239.r2.A01	NA19239.r2.A02	NA19239.r2.A04	NA19239.r2.A05	NA19239.r2.A06	NA19239.r2.A07	NA19239.r2.A08	NA19239.r2.A09	NA19239.r2.A11	NA19239.r2.B02	NA19239.r2.B04	NA19239.r2.B05	NA19239.r2.B06	NA19239.r2.B08	NA19239.r2.B09	NA19239.r2.B12	NA19239.r2.C02	NA19239.r2.C04	NA19239.r2.C05	NA19239.r2.C07	NA19239.r2.C09	NA19239.r2.C11	NA19239.r2.C12	NA19239.r2.D01	NA19239.r2.D02	NA19239.r2.D03	NA19239.r2.D04	NA19239.r2.D05	NA19239.r2.D06	NA19239.r2.D08	NA19239.r2.D11	NA19239.r2.D12	NA19239.r2.E01	NA19239.r2.E02	NA19239.r2.E04	NA19239.r2.E05	NA19239.r2.E06	NA19239.r2.E07	NA19239.r2.E08	NA19239.r2.E11	NA19239.r2.E12	NA19239.r2.F01	NA19239.r2.F02	NA19239.r2.F03	NA19239.r2.F05	NA19239.r2.F08	NA19239.r2.F09	NA19239.r2.F10	NA19239.r2.F11	NA19239.r2.G01	NA19239.r2.G02	NA19239.r2.G04	NA19239.r2.G05	NA19239.r2.G06	NA19239.r2.G07	NA19239.r2.G09	NA19239.r2.G10	NA19239.r2.G11	NA19239.r2.G12	NA19239.r2.H01	NA19239.r2.H04	NA19239.r2.H05	NA19239.r2.H06	NA19239.r2.H08	NA19239.r2.H09	NA19239.r2.H10	NA19239.r2.H11	NA19239.r2.H12	NA19239.r3.A02	NA19239.r3.A03	NA19239.r3.A04	NA19239.r3.A05	NA19239.r3.A06	NA19239.r3.A07	NA19239.r3.A08	NA19239.r3.A09	NA19239.r3.A10	NA19239.r3.A11	NA19239.r3.A12	NA19239.r3.B01	NA19239.r3.B02	NA19239.r3.B03	NA19239.r3.B04	NA19239.r3.B05	NA19239.r3.B06	NA19239.r3.B07	NA19239.r3.B10	NA19239.r3.B11	NA19239.r3.B12	NA19239.r3.C01	NA19239.r3.C02	NA19239.r3.C03	NA19239.r3.C06	NA19239.r3.C08	NA19239.r3.C09	NA19239.r3.C10	NA19239.r3.C11	NA19239.r3.C12	NA19239.r3.D01	NA19239.r3.D02	NA19239.r3.D03	NA19239.r3.D04	NA19239.r3.D05	NA19239.r3.D06	NA19239.r3.D07	NA19239.r3.D08	NA19239.r3.D09	NA19239.r3.D10	NA19239.r3.D12	NA19239.r3.E02	NA19239.r3.E05	NA19239.r3.E06	NA19239.r3.E07	NA19239.r3.E08	NA19239.r3.E09	NA19239.r3.E10	NA19239.r3.E11	NA19239.r3.F01	NA19239.r3.F02	NA19239.r3.F03	NA19239.r3.F04	NA19239.r3.F05	NA19239.r3.F06	NA19239.r3.F07	NA19239.r3.F08	NA19239.r3.F09	NA19239.r3.F10	NA19239.r3.F11	NA19239.r3.F12	NA19239.r3.G03	NA19239.r3.G05	NA19239.r3.G06	NA19239.r3.G07	NA19239.r3.G08	NA19239.r3.G09	NA19239.r3.G11	NA19239.r3.G12	NA19239.r3.H01	NA19239.r3.H03	NA19239.r3.H04	NA19239.r3.H05	NA19239.r3.H06	NA19239.r3.H07	NA19239.r3.H08	NA19239.r3.H09	NA19239.r3.H11	NA19239.r3.H12
ERCC-00002	17.283405	17.140216	17.031813	17.239832	17.076316	17.356053	17.203235	17.058466	17.168607	17.159161	17.245576	17.171334	17.259091	17.293908	17.391061	16.92953	17.140518	17.14777	17.19304	17.114256	17.197871	17.267226	17.383293	17.10838	17.234147	17.082601	17.190814	17.02921	17.204837	17.091638	16.994592	17.343598	17.15717	17.078403	17.134691	17.163096	17.194083	17.250623	17.159016	17.100077	17.261305	16.990492	17.290911	17.145114	17.161008	17.127299	17.160172	17.122411	17.196437	17.253913	17.295802	17.357811	17.223827	17.160313	17.247801	17.191648	17.186577	17.196102	17.347955	17.213325	17.174176	17.205594	17.233392	17.173224	17.232259	17.132715	17.339384	17.231478	17.25168	17.242258	17.105575	17.170147	17.16968	17.19206	17.335104	17.330352	17.28058	17.220981	17.170288	16.983522	17.090301	17.139656	17.330926	17.20027	17.053532	17.065185	17.189086	17.324181	17.243869	17.248426	17.069854	17.135534	17.086481	17.230519	17.046699	16.953455	16.941224	17.209356	17.335532	17.252856	17.185605	17.189234	17.37807	17.193677	17.277373	17.213757	17.092693	17.181502	17.167225	17.006118	17.061668	17.059438	17.255926	17.119602	17.306094	17.114458	17.151031	17.168433	17.145073	17.173401	17.081774	17.084362	17.140903	17.270311	17.112221	17.293425	17.030303	16.909293	17.217951	17.101567	17.139769	17.219594	17.0398	17.072985	17.224528	17.253044	17.279649	17.091664	17.01885	17.410197	16.990789	17.243519	17.349633	16.969135	17.204723	17.214896	17.087187	17.268254	17.370469	17.199417	17.402229	17.025268	17.142721	17.046879	17.176994	17.154103	17.204096	16.872576	17.193421	17.162239	17.045168	17.042769	17.132636	17.152027	17.153854	17.302326	17.043396	17.06736	17.106421	17.2225	17.196132	17.302342	16.869598	17.145091	17.151791	17.315425	17.131404	17.175111	17.129637	17.281821	16.877822	17.139096	16.889657	17.258184	17.322471	17.156544	17.117926	17.284823	16.941857	17.299473	17.068658	16.939622	17.14758	17.318869	17.33345	17.356403	16.984824	17.15545	17.187622	17.216713	17.146828	17.056136	17.273746	17.343681	17.063293	17.057727	17.175355	17.066705	17.072405	17.060797	17.120589	17.173421	17.060554	17.07289	17.063796	17.012097	17.298133	16.8417	17.428396	17.281796	16.946915	17.148957	17.126832	17.082726	17.081839	17.094007	17.276065	16.944701	17.242622	17.093639	17.148727	17.186327	17.249511	17.019841	17.134027	17.13347	17.046727	17.121209	17.055948	17.230947	17.248344	17.198537	16.904603	16.92165	17.056136	17.299169	17.006919	16.936065	17.313214	17.035257	17.033367	17.189518	17.203569	17.241938	17.077046	17.089672	16.862805	17.307389	17.139328	17.000101	17.159849	17.165417	17.20339	17.000668	17.007605	17.117146	17.197049	17.100818	17.236249	17.147589	17.094374	17.123593	17.035766	17.164557	17.196383	17.1674	17.33286	17.064471	17.263493	17.22536	17.131653	17.23041	17.085315	16.954312	17.144519	17.134242	16.95102	17.110483	17.077188	17.193627	16.968976	17.212114	16.9171	16.670916	16.980842	17.122475	16.769171	16.958686	16.766043	16.948298	16.778109	16.654204	16.841255	17.046859	17.145346	16.963645	17.208688	16.938089	16.819436	16.973727	17.115134	16.99809	17.053531	17.058414	17.094808	17.031777	17.172121	17.046047	17.303669	16.964196	17.06497	16.913845	17.06083	17.026708	17.024275	17.192304	17.235483	16.939883	17.007656	17.171054	16.922564	17.081517	17.120051	16.938157	16.827881	17.020944	16.986893	16.861446	16.806286	17.063374	16.857123	17.133014	17.068879	16.996383	17.073847	16.753038	16.920084	17.037918	17.1046	16.98181	17.265572	16.877545	17.175755	16.554479	17.111805	16.968594	17.221145	16.963358	16.811711	17.152707	17.007329	17.11166	16.885153	17.39865	17.107852	17.127454	17.003414	17.212462	17.143165	17.072048	17.022626	16.84805	17.030591	16.845836	17.091514	17.135878	16.932949	17.067143	16.924908	17.070803	17.102807	16.931138	17.061105	17.04014	16.982503	17.200246	17.024549	17.211747	17.066154	17.136618	17.191755	16.890276	17.130117	16.989944	17.290551	17.140086	16.951373	17.195744	16.842037	17.38984	17.141663	16.873354	16.922636	16.86281	17.023151	17.16461	16.925637	17.057327	16.9428	17.097806	17.207821	16.891422	17.053167	16.818574	17.085366	16.922539	16.893266	16.909759	16.965309	16.971311	16.853329	17.033826	17.298201	17.334156	16.950605	16.893807	16.910015	16.631066	17.178062	17.063466	16.990615	17.056422	16.785996	17.019334	17.028598	16.943303	17.046168	16.817553	16.755504	17.065421	17.063164	16.934611	17.170835	17.029572	17.319836	16.83969	17.210416	16.892913	17.007876	17.273694	16.669585	16.96175	17.202735	16.950036	17.149866	16.904639	17.178468	16.856755	17.081331	16.926422	17.16881	17.072761	16.903244	16.934949	16.896406	16.997933	16.935567	16.810368	16.973272	17.089599	16.846714	16.953211	17.104239	16.944437	17.025427	17.050256	16.817171	17.119536	17.098667	17.133295	16.85859	17.218846	16.92076	16.864714	17.06415	17.426557	17.207554	17.193701	17.123588	17.227509	17.080676	17.15357	17.019759	17.217346	17.117732	17.260719	17.012411	17.09788	17.172957	17.17246	17.234251	17.031632	17.356653	16.869101	17.181225	17.114313	17.324539	17.08713	17.295493	17.206632	17.219087	17.2208	17.065416	17.108554	17.242321	17.114716	17.280354	17.272456	17.177595	17.252444	16.997169	17.036061	17.075805	17.039527	17.246476	16.974196	17.244476	16.932149	17.236924	17.2589	16.884994	17.340957	17.11627	16.915593	17.161324	16.973642	17.234444	17.04743	16.988894	17.041051	17.08653	17.062033	17.053336	17.228186	17.232725	17.204408	17.230055	17.114532	17.043348	17.03401	17.166718	17.011856	17.241314	17.256211	17.400784	17.153024	17.26684	17.251459	16.977224	16.980206	17.150744	17.137735	17.010442	16.98812
ERCC-00003	14.00002	14.006253	14.067193	14.03036	13.257865	12.201831	13.89289	13.818666	13.006733	14.59921	13.574175	14.238574	13.19296	13.578338	14.037629	13.379541	13.900844	12.368394	14.25251	13.796146	13.662988	12.783571	13.868694	13.589387	13.767926	13.983365	14.128556	12.85035	13.181847	13.811856	13.656623	13.45728	13.173369	13.801655	13.557425	14.042585	12.750834	13.274107	13.417255	13.419303	13.406236	13.468994	13.686665	13.896391	13.626683	13.582328	13.607693	13.870111	13.508522	13.731047	13.519222	12.867064	13.773346	14.10381	13.797142	13.274082	13.861739	13.436642	13.019718	13.375405	13.715256	13.537806	13.257469	13.260686	13.867756	13.663585	13.380611	13.332221	13.345749	13.523532	13.713015	13.843188	13.758775	14.152682	13.372917	13.247148	13.744535	13.81719	13.681599	13.474767	13.680209	14.367681	14.130716	13.855831	12.98441	13.376797	13.124117	13.428006	13.322728	13.812047	13.599685	13.037513	13.81503	13.669642	13.665917	13.77661	13.588886	13.238162	13.312989	12.9959	13.309522	13.222782	12.954088	13.968596	13.743046	12.614296	13.397149	13.373798	13.709422	13.620952	13.574583	13.651993	13.830441	13.338031	13.508596	13.798597	13.20298	14.050481	13.307201	13.248628	13.859481	13.448662	13.682137	14.272584	13.904207	13.600777	13.992922	13.863564	13.478457	13.920853	13.702757	12.663038	13.468189	13.357148	13.572517	13.565157	13.743106	13.660428	12.55215	13.48683	13.556855	13.961269	12.789517	13.595565	14.45713	13.84075	13.548839	14.0393	13.87528	14.049254	13.937398	13.226996	14.041992	13.522646	13.763261	13.472413	13.66399	13.784027	13.914078	14.336007	13.829241	13.451909	13.6509	13.719235	14.296964	13.772435	13.424292	14.306209	13.983724	13.764465	13.210074	13.819073	14.020267	13.429198	13.682632	13.289684	13.741909	14.202693	14.545681	13.142321	14.278177	13.586576	14.36108	14.131705	13.82789	13.414827	13.824731	13.883037	13.919237	13.616531	13.160962	14.205135	14.071713	13.964264	14.326447	13.444396	13.356983	13.78018	13.075978	13.289843	13.221327	14.516868	14.558852	13.547254	14.081015	14.270281	14.059294	13.993278	14.349991	13.719404	14.150339	13.92468	14.204737	13.882901	13.83723	13.759816	14.557248	13.573641	13.201833	14.499599	13.90486	14.124094	13.322654	14.126263	13.166478	13.415182	14.001144	13.482946	12.986415	13.292571	13.76647	13.846536	13.616421	13.590823	13.639582	13.949342	13.188393	13.310528	13.889862	13.820481	13.033968	13.789019	13.734984	12.847579	13.771793	12.704781	13.52662	13.847286	13.869646	13.828608	13.279634	13.568041	13.715445	13.323416	13.292881	13.690452	12.78916	13.305386	12.962447	13.841078	13.359946	13.850314	13.77719	12.835131	13.75922	14.226159	13.911273	14.268618	13.914857	13.939158	13.969384	13.749318	14.193185	13.67595	13.380422	13.479077	13.593004	13.629426	13.434171	13.49407	13.426326	13.924747	13.535097	13.670192	13.529449	13.931484	13.495443	13.533821	13.396812	13.68997	13.446942	13.90208	13.14729	13.585742	13.335126	12.684268	14.030711	12.852203	14.012244	13.695054	13.94057	14.081344	13.663573	13.669915	13.254904	14.267753	13.909562	12.565905	13.32634	13.437225	13.976771	13.800138	13.966189	13.835529	13.675091	13.231745	13.959759	13.384508	13.06346	13.137513	13.641303	13.970823	14.066071	13.628392	12.758465	13.794525	13.656279	13.694131	13.26814	13.829161	14.110201	14.05664	13.699167	13.147323	14.14615	13.098081	13.106978	13.669262	13.503006	13.29121	13.36335	13.198054	13.988646	13.691118	12.926792	13.71342	13.396042	13.229749	13.005186	13.945842	13.834337	13.817366	13.159817	14.045032	14.165789	14.012615	14.134867	13.621152	14.077256	14.071567	13.715594	14.462248	14.090216	13.282837	13.78958	12.790977	14.221811	13.612838	13.229329	13.522621	13.718312	12.945331	12.884446	13.557802	13.718995	13.305765	13.989147	13.552228	13.765323	12.599037	13.18396	13.615853	13.575059	13.163663	13.893821	14.114173	13.307321	13.929937	13.030946	13.175285	14.209719	13.855388	14.234507	13.501622	13.196984	14.248644	13.51803	13.047886	14.234073	13.791406	13.460181	14.049846	13.364422	14.200208	13.775644	13.811543	13.430675	13.77739	13.228675	13.505718	13.882348	14.042351	13.21111	13.420344	13.156339	13.277909	14.012488	13.849869	13.636025	13.479328	12.801441	11.978576	13.587401	13.75828	13.273595	14.227015	14.032997	13.135585	13.627004	13.480464	13.225764	13.537915	13.594898	12.786214	13.491265	12.890813	12.812317	13.973997	13.366447	13.621688	13.668719	12.907165	13.112991	13.334447	13.311995	13.647814	12.514395	13.364718	13.679312	14.203609	13.916841	13.359794	12.716121	13.883487	12.883141	13.315584	13.616073	13.848132	12.917877	14.181086	14.023103	13.478522	14.213945	14.213737	14.173956	14.100053	13.321793	13.7938	13.703501	12.60641	14.048586	13.731375	14.087701	14.284492	13.545306	13.665387	13.659901	12.895427	13.334369	13.729127	13.492425	13.195024	13.605182	13.117255	12.148426	12.76991	13.498194	13.26248	13.528525	12.957884	13.850145	13.026975	13.437487	12.858437	14.16045	13.619876	13.106083	13.50323	13.907447	13.345755	13.316692	12.852708	13.774016	13.681756	13.666695	14.211714	13.556388	13.008959	13.769447	13.288725	13.66447	13.482581	13.349897	13.480577	13.793436	12.466385	13.410828	13.654342	12.869352	13.558702	13.442616	14.07926	13.391066	13.548409	13.752316	14.298629	14.135714	13.081897	13.413074	13.463862	13.558235	13.343895	13.603113	13.251555	12.924507	13.026209	13.50552	13.855132	13.193057	13.538686	13.567554	14.148328	13.6763	13.126407	13.829703	13.610657	13.144085	13.803056	13.47759	13.407295	14.165066	13.637656	13.946617	13.8239	13.641479	13.881428	14.411211	13.193583	13.751775	13.290425	13.511348	13.556684	13.455667	14.144778
